"","Pood","Tootenimi","Hind,€","Hind, €/kg"
"44","Selver","HULGI Kiisueine pasteet lõhega 6tk, SHEBA, 6 x 85g",3.99,7.82
"45","Selver","Lõhevardad köögiviljadega, SELVER, kg",23.9,23.9
"46","Selver","Bambusrätik, 50 x 70 cm, lõheroosa, BRADLEY, 50x70 cm",5.69,NA
"47","Selver","Bambusrätik, 30 x 50 cm, lõheroosa, BRADLEY, 1 tk",3.19,NA
"48","Selver","Bambusrätik, 70 x 140 cm, lõheroosa, BRADLEY, 70x140 cm",13.99,NA
"49","Rimi","Lõhefilee RIMI kondita, nahata 250g",9.99,39.96
"50","Rimi","Lõhe omas mahlas Rimi 170g/119g",1.95,16.39
"51","Rimi","Atlandi lõhe roogitud, peaga 2-4kg",NA,12.99
"52","Rimi","Külmsuitsu lõhe viilud Avektra 100g",4.49,44.9
"53","Rimi","Külms. Lõhefilee viilud Rimi 100g",3.99,39.9
"54","Rimi","Õrnsoola lõhe viilud Avektra 100g",4.49,44.9
"55","Rimi","Vikerforellifilee portsjonid 250g",8.99,35.96
"56","Rimi","Külmsuits lõhefilee Rimi 120g",4.89,40.75
"57","Rimi","Lõhefilee sinepikreemis Rimi 170g",2.49,14.65
"58","Rimi","Lõhefilee vürtsikas kreemis Rimi 170g",2.49,14.65
"59","Rimi","Õrns. Atlandi lõhefil. viilud Rimi 100g",3.55,35.5
"60","Rimi","Õrnsoola lõhefilee tükk Rimi 120g",4.89,40.75
"61","Rimi","Kiisueine lõhega Friskies 4x85g",1.95,5.74
"62","Rimi","Võileib lõhega Rimi 140g",2.75,19.64
"63","Rimi","Kiisueine Felix lõhe ja tuunikala 4x80g",2.45,7.66
"64","Rimi","Kassieine Gourmet lõhe/kana,tükid,85g",0.89,10.47
"65","Rimi","Kassisööt Mousse lõhega Nutribalance 85g",0.79,9.29
"66","Rimi","Koeraeine PrimaDog lõhega 260g",2.65,10.19
"67","Rimi","Kasside suupisted ICA lõhe maitsega 18 g",0.75,41.67
"68","Rimi","Kiisueine Sheba lõhega 85g",0.99,11.65
"69","Rimi","Kasside suupiste Dreamies lõhega 60g",1.99,33.17
"70","Rimi","Merekapsas Rimi lõhega 250g",1.89,7.56
"71","Rimi","Kassisööt lõhe.tursk.NutriBalance 415g",1.45,3.49
"72","Rimi","Kassitoit One Steriliseeri. kassid lõhe 4x85g",3.99,11.74
"73","Rimi","Kreemjas kassimaius Sheba lõhega 4x12g",2.19,45.62
"74","Rimi","Kasside suupisted ICA lõhe maitsega 60 g",1.39,23.17
"75","Rimi","Kiisueine Sheba Cusine lõhe 85g",0.99,11.65
"76","Rimi","Lõhe Rimi sidruni maitsega 170g/119g",2.75,23.11
"77","Rimi","Kassisööt Nutribalance lõhega 85g",0.79,9.29
"78","Rimi","Kassieine Schesir tuunikala-lõhe 85g",2.75,32.35
"79","Rimi","Itaalia salat lõhega Rimi 220g",2.19,9.95
"80","Rimi","Kassisööt Friskies lõhe-tuun.-juurv. 1 k",4.99,4.99
"81","Rimi","Lõhe, tükeldatud, külmutatud 500g",7.59,15.18
"82","Rimi","Kassisööt Nutribalance lõhega,steril.85g",0.79,9.29
"83","Rimi","Kassisööt Nutribalance lõh.,veisel.340g",2.15,6.32
"84","Rimi","Kassitoit One Adult lõhe-täisteranisu 800g",6.99,8.74
"85","Rimi","Koeratoit Optimeal lõhega 100g",1.65,16.5
"86","Rimi","Püree I Love Eco juurv.lõhe 6k 120g",1.79,14.92
"87","Rimi","Kreemjuust lõhe ja tilliga Tartare 140g",2.49,NA
"88","Rimi","Kassisööt kuiv One sterilis. lõhe 1,5kg",10.99,7.33
"89","Rimi","Kassisööt Friskies lõhe & aedviljad 300g",2.09,6.97
"90","Rimi","Lasanje lõhe ja spinatiga ICA 350g",3.99,11.4
"91","Rimi","Girasoli Selection by Rimi lõhega 250g",2.99,11.96
"92","Rimi","Kassitoit kuiv Purina One Steril. lõhega 800g",6.79,8.49
"93","Rimi","Täidetud oliivid lõhega Mikado 280/90g",1.69,18.78
"94","Rimi","Kassimaius lõhega Nutribalance Pro ASC 40g",1.75,43.75
"95","Rimi","Koeravorst lõhega, aur. Yummy Sensitive 400g",3.69,9.22
"96","Rimi","T.sööt Nutribalance Selec. kalkun-lõhe 4x100g",3.09,7.72
"97","Rimi","Kiisueine Gourmet Gold Succ. Delights 4x85g",3.49,10.26
"98","Rimi","Koeratoit Mush Duo+Energy siga/lõhe 1kg",6.69,6.69
"99","Rimi","Koeratoit Top Dog Bistroo lõhe-veisel. 1,6kg",9.19,5.74
"100","Rimi","Kiisueine Perfect Fit lõhega 85g",1.29,15.18
"101","Rimi","Kassisööt kuiv One Dual Cranb.lõhe 750g",6.99,9.32
"102","Rimi","Kuivtoit koer. Purina One Mini lõhega 1,5kg",12.39,8.26
"103","Rimi","Koerakons. kana-lõhe-till Animonda Mini 100g",1.49,14.9
"104","Rimi","Kiisueine Perfect Fit kana&lõhe 4*85g",3.99,11.74
"105","Rimi","Koerasööt Purina One Mini sensitive 4x85g",3.99,11.74
"106","Rimi","Kiisueine Perfect Fit kalaga 4*85g",3.99,11.74
"107","Rimi","Lõhemass külmutatud Viči 1kg",4.29,4.29
"108","Rimi","Lõhefilee Rimi külmsuitsu 500g",12.49,24.98
"109","Rimi","Külmsuitsu lõhetükid Northland 200g",2.45,12.25
"110","Rimi","Lõhefilee tilliga õrnsuitsu Rimi 100g",3.99,39.9
"111","Rimi","Lõhesupisegu külmutatud Junga 800g",2.85,3.56
"112","Rimi","Lõhepasteet Abba MSC 145g",2.69,18.55
"113","Rimi","Riis lõhe-köögiviljadega Oriental Rimi 350g",3.99,11.4
"114","Rimi","Pasteet kassidele JosiCat Lõheliha ASC 100g",0.95,9.5
"115","Rimi","Lõhepasteet Pata Negra 110g",2.39,21.73
"116","Rimi","Lõhekaste steriliseeritud kassidele 85g",1.09,12.82
"117","Rimi","Lõherull juust. kuumsui. Oniors Zivis kg",NA,11.99
"118","Rimi","Jalakreem Farmona Nivelazione 10% uurea",6.49,NA
"119","Rimi","Pasta lõhetükkidega Frosta 400g",6.99,17.47
"120","Rimi","Lõherull kuumsuitsu Oniors Zivis kg",NA,11.39
"121","Prisma","Lõhefilee jahutatud, kg",15.99,NA
"122","Prisma","Soolalõhe, viilutatud 100 g",2.99,29.9
"123","Prisma","Lõhe jahutatud, roogitud, kg",27.48,10.99
"124","Prisma","Lõhesteigid jahutatud, kg",17.99,NA
"125","Prisma","Lõheliblikas jahutatud, kg",22.99,NA
"126","Prisma","Vähesoolane lõhefilee viilud 150 g",7.49,49.93
"127","Prisma","Lõhefilee apelsini marinaadis 300 g",11.18,37.27
"128","Prisma","Soolalõhe, viilutatud Mati Kala 90 g",3.39,37.67
"129","Prisma","Lõhe, külmsuitsu, viilutatud 200 g",7.75,38.75
"130","Prisma","Külmsuitsu lõhe Premium 150 g",8.74,58.27
"131","Prisma","Grillitud lõhefilee portsjon 120 g",4.59,38.25
"132","Prisma","LÕHERIBID KUUMSUITSU 1 KG",7.39,NA
"133","Prisma","LÕHEFILEE KÜLMSUITSU, VIILUTATUD 100 G",3.79,37.9
"134","Prisma","Kuumsuitsu lõhefilee 1,2-1,5 kg",36.59,NA
"135","Prisma","Külmsuitsu lõhefilee, sulatatud, viilutatud, kg",37.59,NA
"136","Prisma","LÕHERULL KUUMSUITSU 1 KG",11.59,NA
"137","Prisma","Tšillidekooriga kuumsuitsulõhe kogufilee 1,2-1,5 kg",36.59,NA
"138","Prisma","X-tra viilutatud külmsuitsulõhe 100 g",3.49,34.9
"139","Prisma","Külmsuitsulõhe, viilutatud 100 g",4.39,43.9
"140","Prisma","Juustu täidisega kuumsuitsulõhe kogufilee 1,2-1,5 kg",36.59,NA
"141","Prisma","Külmsuitsulõhe, viilutatud 500 g",14.99,29.98
"142","Prisma","Lõhe lõik soolatud 150 g",5.19,34.6
"143","Prisma","Lõhe moussee 130 g",4.79,36.85
"144","Prisma","Minu lõhe omas mahlas - supikogu 240g",2.43,10.13
"145","Prisma","Coop lõhe soolvees ilma naha ja luudeta 170/130g",2.98,22.92
"146","Prisma","Lõhetükid tomatikastmes 230g",2.69,11.7
"147","Prisma","Coop lõhefilee, kg",15.92,19.9
"148","Prisma","Abba lõhepasteet 145 g",2.59,17.86
"149","Prisma","Rainbow köögivilja-lõhe mahepasta 190g",1.15,6.05
"150","Prisma","HIPP PÜREE RISOT-PORG-LÕHE 190G 8K",2.08,10.95
"151","Prisma","Piltti kartulipuder lõhega lastetoit 200 g, alates 8-elukuust",1.38,7.26
"152","Prisma","Coop lõhefilee 2x150g",7.99,26.63
"153","Prisma","Õllekrõps lõhest 50 g",2.19,43.8
"154","Prisma","Lõhesupp, 400 g",3.69,9.23
"155","Prisma","Lõheõli 300 ml",12.19,NA
"156","Prisma","Flint punase lõhemarjamaitselised kuivikud 35 g",0.45,12.86
"157","Prisma","Lõhemass külmutatud 1 kg",3.59,3.59
"158","Prisma","Latz Party Mix Mixed Grill maiuspalad kassidele veiseliha-, kanaliha- ja lõhemaitselised 60g",1.89,31.5
"159","Prisma","Vaseline Lip Therapy huulepalsam lõhenenud huultele 20g",1.59,79.5
"160","Prisma","Kapten Grant paneeritud lõhepallid formaggio juustuga 400g",3.99,9.98
"161","Prisma","Dr.Stern lõhepuljonong kanamaksaga täiendsööt kassile 100ml",1.28,NA
"162","Prisma","Eine lõhega kassidele 100g",1.29,12.9
"163","Prisma","Piltti kuskuss lõhega 190g, alates 1-eluaastast",1.58,8.32
"164","Prisma","Harmony vorst koertele lambaliha, lõhega, 800g",3.99,4.99
"165","Prisma","Koeravorst lõhega 500 g",1.38,2.76
"166","Prisma","Lily's Kitchen maiuspala kassidele lõhega 60g",2.59,43.17
"167","Prisma","Suupiste DREAMIES kassidele lõhega 60g",1.68,28
"168","Prisma","Täissööt kassidele lõhega, 100g",0.49,4.9
"169","Prisma","Närimispulgad täiskasvanud kassidele lõhega 3 x 6 g",1.58,79
"170","Prisma","Kuivtoit koertele lõhega 12kg",49.99,4.17
"171","Prisma","Koeratoit lõhega kastmes 85 G",0.78,9.18
"172","Prisma","Täissööt kassidele lõhega 85 g",0.86,10.12
"173","Prisma","Täissööt kassidele lõhega 85 g",0.85,10
"174","Prisma","PrimaCat Classic kassitoit lõhega kastmes 85g",0.88,NA
"175","Prisma","Täissööt kassidele tuunikala ja lõhega, 50g",1.38,27.6
"176","Prisma","Hau-Hau Champion eine lõhega koertele 260g",1.78,6.85
"177","Prisma","Tartare kreemjuust lõhega, 140 g",2.39,17.07
"178","Prisma","Närimispulk koertele lõhega, 12g",0.79,65.83
"179","Prisma","Carrefour närimispulgad kassidele lõhega 6*5g",0.88,29.33
"180","Prisma","Närimispulgad kassidele lõhega 18 g",1.48,82.22
"181","Prisma","PERFECT FIT Eine kassidele lõhega, Sensitive 85g",1.15,13.53
"182","Prisma","Coop kuivtoit lõhega täiskasvanud kassidele 2kg",4.98,2.49
"183","Prisma","Koeravorst linnuliha ja lõhega 500 g",2.48,4.96
"184","Prisma","Gourmet Revelations kassitoit lõhega 2x57g",1.99,17.46
"185","Prisma","Purina One Sensitive täissööt koertele lõhega 2,5kg",12.98,5.19
"186","Prisma","LÕHEFILEE, SUITSUTATUD KG",20.29,20.29
"187","Prisma","Vici paneeritud lõheburger 250g",2.29,9.16
"188","Prisma","ONE DualN steril.kassile lõhe/spirulina 750g",4.99,6.65
"189","Prisma","BF Bilanx lõhe kuivtoit täiskasvanud kassidele teraviljavaba 700 g",7.49,10.7
"190","Prisma","MUSH DUO+ lõhe-sealiha täissööt koertele, külmutatud 1 kg",4.99,4.99
"191","Prisma","Närimispulgad kassidele lõhe ja forelliga 5 tk",0.99,39.6
"192","Prisma","Carrefour Companino Vitalive kassitoit lõhe kastmes 100g",0.45,4.5
"193","Prisma","Toores täistoit koerale kanaliga, lõhe ja köögiviljadega 1kg",6.5,6.5
"194","Prisma","Kuiv koeratoit koertele lõhe, riisi ja kaeraga, 6kg",29.98,5
"195","Prisma","Lõhe-forellitort 580 g",17.99,31.02
"196","Prisma","One kiisueine Steril lõhe-porgandiga 4x85g",2.85,8.38
"197","Prisma","Kuivtoit kassidele lõhe ja täisteraviljaga 800 g",6.48,8.1
"198","Prisma","Hau-Hau Champion teraviljata maiuspala koertele lõhe ja nõgesega 200g",3.19,NA
"199","Prisma","Täissööt kassidele lõhe ja kanalihaga 85 g",0.85,10
"200","Prisma","PD lambaliha-lõhe batoon 150 g",3.88,25.87
"201","Prisma","Purina One Sterilcat kuiv kassitoit lõhe ja nisuga 750g",6.48,8.64
"202","Prisma","Latz Countryside Sensations kuivtoit kassidele lõhe ja köögiviljadega 400g",2.49,6.23
"203","Prisma","Prima Dog koeravorst lõhe ja riisiga 800g",2.65,3.31
"204","Prisma","Latz Party Mix Seaside Mix  maiuspalad kassidele lõhe-, saida-, meriforellimaitselised 60g",1.89,31.5
"205","Prisma","Dreamies Mix lõhe- ja juustumaius kassidele, 60 g",1.68,28
"206","Prisma","Täissööt kassidele lõhe ja valge kalaga 85 g",0.85,10
"207","Prisma","Pillti lastetoit kartul ja lõhe kreemjas kastmes 250 g, alates 12-elukuust",1.68,6.72
"208","Prisma","Kuivtoit kassidele lõhe, pollaki ja köögiviljaga 2 kg",7.68,3.84
"209","Prisma","FRISKIES kuiv kassitoit lõhe/tuunikala/juurvili 1kg",4.49,4.49
"210","Prisma","Lõhe-Riisi-Kaera koeratoit täiskasvanud koertele 2kg",11.48,5.74
"211","Prisma","Külmutatud lõhe kassidele ja koertele 500g",2.48,4.96
"212","Prisma","Vici lõhe supikogu 800 g",2.69,3.36
"213","Prisma","Kolmnurkvõileib lõhe ja munaga 165 g",2.89,17.52
"214","Prisma","Rainbow pasteet kassidele lõhe ja krevetidega 100g",0.49,4.9
"215","Prisma","Lõhe ampsud kassidele 60 g",0.99,16.5
"216","Barbora","Lõhe Teriyakikastmes RANNAKÜLA,120g",2.49,20.75
"217","Barbora"," Külmutatud lõhe supisegu, 800g",1.99,2.49
"218","Barbora","K/s lõhe kõhuääred OCEAN,500g",3.99,7.98
"219","Barbora","Kuumsuits.lõhe selgroog OCEAN, kg",4.25,4.25
"220","Barbora","Kiisueine FELIX Fantastic lõhe 85g",0.75,8.82
"221","Barbora","Kassitoit ARDOUR lõhe-kodulinnud 4x85g",1.69,4.97
"222","Barbora","Kassikons.GOURMET GOLD lõhe-kanatükk.85g",0.87,10.24
"223","Barbora","Külms.lõhe tükk nahaga OCEAN, 170g",4.49,26.41
"224","Barbora","Kassieine PERFECT FIT lõhe-porgand 4x85g",3.69,10.85
"225","Barbora","Kiisueine PRIMACAT tuuni/lõhe jelly4x50g",4.69,23.45
"226","Barbora","Koeramaius PRIMADOG ribad lamba-lõhe 80g",4.49,56.13
"227","Barbora","Lõhe õlis MARINE ABC, EO 240g",2.25,9.38
"228","Barbora","Kiisueine FELIX Fantast.lõhe.lest 4x85g",2.35,6.91
"229","Barbora","Kiisueine FELIX TS lõhe&tuunikala 4x80g",2.45,7.66
"230","Barbora","Kassitoit CLUB 4 PAWS kana-lõhe 4x85g",2.39,7.03
"231","Barbora","Kiisueine ONE Sterilcat kana lõhe 4x85g",3.79,11.15
"232","Barbora"," Koera kuivt. ONE MiniDelicate lõhe1.5kg",6.99,4.66
"233","Barbora","Kreem.suupiste lõhe SHEBA Creamy 4x12g",2.15,44.79
"234","Barbora","Kiisueine PRIMACAT lõhe,ster.kass 85g",0.95,11.18
"235","Barbora","Kassimaius CATIT Creamy lõhe+krev.4x10g",2.69,67.25
"236","Barbora","Kuiv koerasööt PRIMADOG lõhe-kartul 3kg",21.89,7.3
"237","Barbora"," Kuiv kassitoit LOVETT lõhe.spin.hern.2kg",2.79,1.4
"238","Barbora","Lõhe omas mahlas MARINE ABC, EO 240g",2.29,9.54
"239","Barbora","Lavaširullid lõhega 250g",4.49,17.96
"240","Barbora","Lõhepasteet RIO MARE, 100g",3.89,38.9
"241","Barbora"," Külm. Lõhemass VICI, 1kg",2.49,2.49
"242","Barbora","Kuumsuits.lõheribid, kg-lett",6.99,6.99
"243","Barbora"," Suflee lõhefileest AVEKTRA 220g",3.29,14.95
"244","Barbora","Kreemjuust TARTARE lõhega, 140g",1.99,14.22
"245","Barbora","Köögiviljasegu lõhega OVKO 190g 7k",1.49,7.84
"246","Barbora","Kiisueine FRISKIES lõhega 4x85g",1.95,5.74
"247","Barbora","Koeraeine PRIMADOG lõhega 260g",2.59,9.96
"248","Barbora","Külm.paneeritud lõheburger VICI, 250g",2.59,10.36
"249","Barbora"," Kassi lõhepuljong DR.STERN 100ml",0.99,NA
"250","Barbora"," Lõheeine koertele HAU-HAU CHAMPION 260g",1.39,5.34
"251","Barbora","Porg.kartulipüree lõhega HIPP 190g 4k",2.49,13.11
"252","Barbora","Kiisueine SHEBA lõhega, kastmes 85g",0.99,11.65
"253","Barbora","Kiisueine lõhega ONE STERILCAT 4x85g",3.79,11.15
"254","Barbora","Poke kauss lõhega MK, 275g",4.29,15.6
"255","Barbora","Kons.kassisööt LOVETT lõhega 100g",0.39,3.9
"256","Barbora","Merikapsas lõhega WELL DONE,240g",1.85,7.71
"257","Barbora"," Kaaviarimääre lõhega WELL DONE 160g",2.19,13.69
"258","Barbora","Kassikons.FRENDI kastmes lõhega 400g",1.29,3.23
"259","Barbora","Lõhefilee tomatikastmes KAIJA, 170g",2.99,17.59
"260","Barbora","Lõhesalat Mehhiko MARINE ABC, EO 240g",1.65,6.88
"261","Barbora","Lõhesalat Prantsuse MARINE ABC, EO 240g",1.65,6.88
"262","Barbora","Viil. vähesoolane lõhefilee, kg-lett",27.99,27.99
"263","Barbora","Lõhefilee vürtsikas kastmes KAIJA, 170g",2.99,17.59
"264","Barbora","Lõhefilee inglise sinepikast.KAIJA,170g",3.19,18.76
"265","Barbora","Kuivatatud lõhefilee viilud ZIGMAS, 80g",1.89,23.63
"266","Barbora","Soolatud Atlandi lõhefilee OCEAN, 100g",3.55,35.5
"267","Barbora","Külmsuitsu Atlandi lõhefilee OCEAN,100g",3.55,35.5
"268","Barbora","Lõhefilee õlis WELL DONE, 170g",2.39,14.06
"269","Barbora","Lõhefilee tomatikastmes WELL DONE 170g",2.39,14.06
"270","Barbora","Roh. ol. täid. lõhega WELL DONE 235g",2.29,9.74
"271","Barbora","Viil.vähesool.lõhefilee tilliga, kg-lett",27.99,27.99
"272","Barbora"," Külmsuit.lõhefilee viilud WELL DONE,100g",2.59,25.9
"273","Barbora","Lõhefilee oma mahlas WELL DONE, 170g",2.09,12.29
"274","Barbora"," Marin.lõhefilee viil.sidr.&pip.WD, 100g",3.29,32.9
"275","Barbora"," Meerõngad LOTTE 225g",1.29,5.74
"276","Barbora","Maisipulgad LOTTE 130g",1.35,10.38
"277","Barbora","Nori lehed FUDO 28g",3.09,110.36
"278","Barbora","Lauaküünal BOLSIUS 17cm,10tk šampanja",3.99,NA
"279","Barbora","Teeküünlad BOLSIUS 100tk",5.99,NA
"280","Barbora"," Silindr.küünal BOLSIUS 15x6cm bordoo",1.49,NA
"281","Barbora","Lauaküünal BOLSIUS, 20cm, valge",1.59,NA
"282","Barbora","Lauaküünal BOLSIUS, 20cm, šampanja",1.59,NA
"283","Barbora","Lauaküünal BOLSIUS, 20cm, kollane",1.59,NA
"284","Barbora","Lauaküünal BOLSIUS, 20cm, punane",1.59,NA
"285","Barbora","Lauaküünal BOLSIUS, 20cm, bordoo",1.59,NA
"286","Barbora"," Silindr.küünal BOLSIUS 7x20cm valge",2.99,NA
"287","Barbora"," Silindr.küünal BOLSIUS 7x20cm šampanja",2.99,NA
"288","Barbora"," Silindr.küünal BOLSIUS 7x20cm kollane",2.99,NA
"289","Barbora"," Silindr.küünal BOLSIUS 7x20cm punane",2.99,NA
"290","Barbora"," Silindr.küünal BOLSIUS 7x20cm bordoo",2.99,NA
"291","Barbora","Lauaküünal BOLSIUS, 2.4x24.5cm,valge",0.99,NA
"292","Barbora","Lauaküünal BOLSIUS, 2.4x24.5cm,šampanja",0.99,NA
"293","Barbora","Teeküünlad ELEMENTS SENSE 100tk",6.09,NA
"294","Barbora","Lauaküünal, 2.3x24.5cm,šampanja",0.59,NA
"295","Barbora","Teeküünlad BOLSIUS, 27tk, valged",3.19,NA
"296","Barbora","Silindr.küünal Rustic,8x6.8cm",3.69,NA
"297","Barbora","Silindr.küünal Rustic,8x6.8cm",3.69,NA
"298","Barbora","Silindr.küünal Rustic,šampanja",4.49,NA
"299","Barbora","Silindr.küünal Rustic,roheline",4.49,NA
"300","Barbora","Silindr.küünal Rustic 19x6.8cm pärlvalge",5.29,NA
"301","Barbora"," Silindr.küünal BOLSIUS,8x5cm,punane",0.79,NA
"302","Barbora"," Silindr.küünal BOLSIUS 8x5cm valge",0.79,NA
"303","Barbora","Lauaküünal BOLSIUS 17cm,10tk valged",3.99,NA
"304","Barbora"," Silindr.küünal BOLSIUS 8x5cm kollane",0.79,NA
"305","Barbora"," Silindr.küünal BOLSIUS, 8x5cm, šampanja",0.79,NA
"306","Barbora"," Silindr.küünal BOLSIUS 15x6cm valge",1.49,NA
"307","Barbora"," Silindr.küünal BOLSIUS 15x6cm punane",1.49,NA
"308","Barbora"," Silindr.küünal BOLSIUS 15x6cm šampanja",1.49,NA
"309","Barbora"," Silindr.küünal BOLSIUS 15x6cm kollane",1.49,NA
"310","Barbora","Teeküünlad ELEMENTS SENSE 3.5t, 9tk",1.59,NA
"311","Barbora","Teeküünlad ELEMENTS SENSE 3.5t, 30tk",3.69,NA
"312","Barbora","Lauaküünal, 2.3x24.5cm, punane",0.59,NA
"313","Barbora","M.sokid SUVA Kanepi lehed 41-44s",3.89,NA
"314","Barbora","Hambahari-taimer LOTTE punane",5.59,NA
"315","Barbora","Hambahari-taimer LOTTE sinine",4.89,NA
"316","Barbora","Dušivaht BILOU Lily Love 200ml",8.49,NA
"317","Barbora","Kaardimäng TACTIC Lotte memo",10.99,NA
"318","Barbora","Gladioolid My Love,5tk",3.19,NA
"319","Barbora"," Puuvil.teraviljarõng. Rõõmsud LOTTE 225g",1.29,5.74
"320","Barbora"," Krõbedad kakaopallid Krõmsud LOTTE 225g",1.49,6.62
"321","Barbora","Rohel.tee LOYD vaarikamaitseline 20x1.5g",2.49,83
"322","Barbora","Maisikep.kond.piim. LOTTE 130g",1.59,12.23
"323","Barbora","Rohel.oliivid kornišonitäid. WD 340g",2.99,8.79
"324","Barbora","Koerasööt MY LOVE kalkun 4x100g",2.39,5.98
"325","Barbora","Kassisööt MY LOVE kanalih.4x85g",1.89,5.56
"326","Barbora","Kassisööt MY LOVE kala 4x85g",1.89,5.56
"327","Barbora","Koerasööt MY LOVE veiseliha 4x100g",2.39,5.98
"328","Barbora","Kassisööt MY LOVE veiseliha 4x85g",1.89,5.56
"329","Barbora","Kassisööt MY LOVE küülik 4x85g",1.89,5.56
"330","Barbora","Moon Falling In Love",1.99,NA
"331","Barbora","Kassisööt MY LOVE kala 85g",0.49,5.76
"332","Barbora","Kassisööt MY LOVE küülik 85g",0.49,5.76
"333","Barbora","Kassisööt MY LOVE kalkun 85g",0.49,5.76
"334","Barbora","Kassisööt MY LOVE kana 85g",0.49,5.76
"335","Barbora","Rohel tee Jasmine Green BASILUR 100g",5.59,55.9
"336","Barbora","Kassisööt MY LOVE maksaga kast.85g",0.49,5.76
"337","Barbora","Šok.lehed Classic AfterEight NESTLE 400g",9.99,24.98
"338","Barbora","Rohel. kivideta oliivid EXTRA LINE 900g",2.85,3.17
"339","Barbora","Šok.lehed piparmün.AfterEight NESTLE200g",5.19,25.95
"340","Barbora","Šampoon NS Loves Estonia taastav 400ml",7.19,NA
"341","Barbora","Palsam NS Loves Estonia taastav 400ml",6.99,NA
